name,client_id,enabled,graph_api_permissions,auth_code,device_code,brk_refresh,foci,reply_addresses
Managed Service,66c6d0d1-f2e7-4a18-97a9-ed10f3347016,True,[None],,,,False,
Meru19 MySQL First Party App,e6f9f783-1fdb-4755-acaf-abed6c642885,True,[None],,,,False,
Microsoft 365 Ticketing,510a5356-1745-4855-93a5-113ea589fb26,True,[None],,,,False,
Microsoft Activity Feed Service,d32c68ad-72d2-4acb-a0c7-46bb2cf93873,True,user_impersonation,,Yes,,False,
Microsoft Azure Authorization Private Link Provider,de926fbf-e23b-41f9-ae15-c943a9cfa630,True,[None],,,,False,
Microsoft Azure Batch,ddbf3205-c6bd-46ae-8127-60eb93363864,True,[None],,,,False,
Microsoft Command Service,19686ca6-5324-4571-a231-77e026b0e06f,True,[None],,,,False,
Microsoft Container Registry,a4c95b9e-3994-40cc-8953-5dc66d48348d,True,[None],,,,False,
Microsoft DataMovement Metadata Service,1c827867-9069-4bde-8155-1a0267a3dea5,True,,,,,False,
Microsoft Kaizala,dc3294af-4679-418f-a30c-76948e23fe1c,False,,,,,False,
Microsoft Project Babylon,73c2949e-da2d-457a-9607-fcc665198967,True,,,,,False,
Microsoft.Azure.DomainRegistration,ea2f600a-4980-45b7-89bf-d34da487bda1,True,[None],,,,False,
Microsoft.Azure.GraphExplorer,0000000f-0000-0000-c000-000000000000,True,,,,,False,
Microsoft.Azure.GraphStore,00000010-0000-0000-c000-000000000000,True,,,,,False,
Microsoft.EventHubs,80369ed6-5f11-4dd9-bef3-692475845e77,True,,,,,False,
Microsoft.SupportTicketSubmission,595d87a1-277b-4c0a-aa7f-44f8a068eafc,True,[None],,,,False,
MicrosoftMigrateProject,e3bfd6ac-eace-4438-9dc1-eed439e738de,True,[None],,,,False,
MicrosoftOffAzureApp,728a93e3-065d-4678-93b1-3cc281223341,True,[None],,,,False,
MS-CE-CXG-MAC-AadShadowRoleWriter,2f5afa01-cdcb-4707-a62a-0803cc994c60,False,,,,,False,
MTS,6682cfa5-2710-44c9-adb8-5ac9d76e394a,True,[None],,,,False,
Office 365 YammerOnOls,c26550d6-bc82-4484-82ca-ac1c75308ca3,True,[None],,,,False,
Office Online Third Party Storage,c1f33bc0-bdb4-4248-ba9b-096807ddb43e,True,[None],,,,False,
On-Premises Data Gateway Connector,d52485ee-4609-4f6b-b3a3-68b6f841fa23,True,,,,,False,
Outlook Service for Exchange,13d54852-ae25-4f0b-823a-b09eea89f431,True,,,,,False,
Outlook Service for OneDrive,2728b157-fe96-4203-a49f-cc31c93a2ba3,True,[None],,,,False,
Skype Business Voice Fraud Detection and Prevention,b73f62d0-210b-4396-a4c5-ea50c4fab79b,True,,,,,False,
SmartList Designer,c9d254a9-346a-4c00-95eb-950cb62a58f0,True,[None],,,,False,
Universal Store Entitlements Service,bf7b96b3-68e4-4fd9-b697-637f0f1e778c,True,[None],,,,False,
ViewPoint,8338dec2-e1b3-48f7-8438-20c30a534458,False,,,,,False,
Weve,71a7c376-13e6-4100-968e-92ce98c5d3d2,True,,,,,False,
Windows Notification Service,04436913-cf0d-4d2a-9cc6-2ffe7f1d3d1c,True,[None],,,,False,
Micorsoft Azure AppInsightsExtension,95a5d94c-a1a0-40eb-ac6d-48c5bdee96d5,True,"DeviceManagementApps.Read.All,DeviceManagementConfiguration.Read.All,DeviceManagementManagedDevices.Read.All,email,openid,Policy.Read.All,Policy.Read.ConditionalAccess,profile,User.Read,User.ReadBasic.All,WindowsUpdates.ReadWrite.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Policy,c556d48a-da18-409b-817d-064fa2fcf2a0,True,"CrossTenantUserProfileSharing.Read.All,CrossTenantUserProfileSharing.ReadWrite.All,Directory.Read.All,email,openid,profile,User.Export.All,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Kubernetes Runtime RP,087fca6e-4606-4d41-b3f6-5ebdf75b8b4c,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Resources,0fdc37af-a69e-49ea-8ee9-a1d69e7edb0c,True,"CrossTenantUserProfileSharing.Read.All,CrossTenantUserProfileSharing.ReadWrite.All,email,GroupMember.Read.All,openid,profile,RoleManagement.Read.Directory,User.Export.All,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_CustomerHub,1d9f6aaf-ea7d-4193-a99f-ad27ad037e15,True,[None],,,,False,
DevTest Labs Portal,a3bda2b7-dead-402f-8a9f-13b8ce878dc1,True,[None],,,,False,
Fidalgo Ibiza Public,4481e210-f747-4590-b65b-37aa6bd1056a,True,"Application.Read.All,email,GroupMember.Read.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Managed Labs Ibiza PROD,bad22d78-f2ba-40cb-9218-665a00dcab72,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_SAPManagement,4f71e121-13fa-44c9-a463-dd0fb1c56f17,True,"Application.Read.All,email,openid,Policy.Read.All,Policy.ReadWrite.Authorization,profile,ServicePrincipalEndpoint.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_WorkloadMonitor,e6ce1a54-4f33-4fdc-a782-6c14e4095474,True,"Application.Read.All,email,openid,profile,ServicePrincipalEndpoint.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_WorkloadInsight,4a5c9d53-dc84-47d0-8a22-ea6502aeed62,True,[None],,,,False,
Marketplace Transact Ext,4f18ed62-806c-4424-9576-71c53ea11f49,True,[None],,,,False,
Microsoft Azure Marketplace,0a2057a8-149c-40ca-859e-98de032535fb,True,"email,openid,profile,user_impersonation",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Compute,03ec703c-bc36-4494-b8ab-73e84692823a,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_IotHub,102b3235-5b2f-432e-aee9-109e3afb15e1,True,[None],,,,False,
Liftr-Pure-Network,ddddf4be-ff49-4144-b6e9-a82ff1226c5f,True,"email,openid,Organization.Read.All,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
MicrosoftSecurityCopilotAzureExtensionApp,21fd57f2-6ca5-43b9-b502-5611ab3b3930,True,[None],,,,False,
Microsoft Azure DataLake portal extension,92ff45f0-dfb0-4078-804a-6cf3e52a3d8c,True,"email,openid,profile,user_impersonation",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Storage,691458b9-1327-4635-9f55-ed83a7f1b41c,True,"Application.Read.All,email,GroupMember.Read.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Kailani,e4d7e78b-c114-46b9-9880-29f5b1cf4a90,True,"Application.ReadWrite.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Network,03e204c9-d1db-4685-895c-00603f8bfb98,True,[None],,,,False,
Azure Arc UX Client - Public Cloud,55850760-a3b5-4271-8dd2-3cd9c4d05869,True,"Application.Read.All,Application.ReadWrite.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_ServiceFabric,efdffe3a-aeb7-40c4-9490-e2d563152033,True,[None],,,,False,
Microsoft_Azure_FileStorage,ac212b6d-5417-46fc-a74a-bd8f1ccf3501,True,[None],,,,False,
Microsoft_Azure_DiskMgmt,5a287bbb-2eb6-45e4-b133-8030c415e7fb,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_ContainerService,0c50de64-92f9-4ad5-bf88-1af4b40c3b8e,True,"Application.ReadWrite.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_CloudServices_Arm,187f8db2-105c-43ce-b6ba-5d4112236e10,True,[None],,,,False,
Microsoft_Azure_CloudServices,6108d6de-1838-4cbc-9679-bdd847e0c357,False,,,,,False,
Microsoft_Azure_Linux,dcceb79b-67c2-4b15-a03e-2299d8b413bb,True,[None],,,,False,
Microsoft_AAD_RegisteredApps,18ed3507-a475-4ccb-b669-d66bc9f2a36e,True,"AdministrativeUnit.Read.All,AdministrativeUnit.ReadWrite.All,Application.Read.All,Application.ReadWrite.All,AppRoleAssignment.ReadWrite.All,DelegatedPermissionGrant.ReadWrite.All,Domain.Read.All,email,IdentityProvider.ReadWrite.All,openid,Organization.ReadWrite.All,Policy.Read.All,Policy.ReadWrite.ApplicationConfiguration,Policy.ReadWrite.MobilityManagement,profile,User.Read,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Entra_PM,7655d621-3c86-4a9a-92f8-47244f293b55,True,"Application.Read.All,AuthorizationSystem.ReadWrite.All,AuthorizationSystemInventory.Read.All,AuthorizationSystemOnboarding.ReadWrite.All,email,openid,Organization.Read.All,PermissionsManagementOnboarding.ReadWrite.All,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Entra_PM_Dashboard,657f475f-6af7-4958-a07d-84ce676716d9,True,"email,openid,Organization.Read.All,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_EdgeGateway,344280e9-601d-401c-b634-416276f48e3e,True,[None],,,,False,
Microsoft_AzureStackHCI_PortalExtension,e0497406-d33e-45d9-82be-371739e437a9,True,"Application.ReadWrite.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Liftr-IN-FPA-PRT-AME,f4548917-4954-4f48-8185-cd902208436c,True,"Application.Read.All,email,openid,profile,User.Read",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Liftr-SW-FPA-Portal-AME,f848a18e-965c-4a93-aa4d-461455d5c90c,False,,,,,False,
Microsoft_Azure_PIMCommon,50aaa389-5a33-4f1a-91d7-2c45ecd8dac8,True,"Application.Read.All,CustomSecAttributeDefinition.Read.All,email,Group.Read.All,openid,Policy.Read.ConditionalAccess,PrivilegedAccess.ReadWrite.AzureAD,PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup,PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup,profile,RoleAssignmentSchedule.ReadWrite.Directory,RoleEligibilitySchedule.ReadWrite.Directory,RoleManagement.Read.Directory,RoleManagementPolicy.ReadWrite.AzureADGroup,RoleManagementPolicy.ReadWrite.Directory",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_AAD_ERM,2a508b4a-9a5e-45ee-a60a-6380ede07f65,True,"AccessReview.ReadWrite.All,Agreement.Read.All,Agreement.ReadWrite.All,AgreementAcceptance.Read,AgreementAcceptance.Read.All,email,GroupMember.Read.All,openid,profile,RoleAssignmentSchedule.Read.Directory,RoleEligibilitySchedule.Read.Directory,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_ELMAdmin,0032593d-6a05-4847-8ca4-4b6220ed2a1e,True,"AccessReview.Read.All,AccessReview.ReadWrite.All,Application.Read.All,AuditLog.Read.All,DirectoryRecommendations.Read.All,email,EntitlementManagement.Read.All,EntitlementManagement.ReadWrite.All,Insights-GuestActivity.Read.All,Insights-GuestActivity.ReadBasic.All,LifecycleManagement.ReadWrite.All,LifecycleWorkflows.ReadWrite.All,openid,profile,RoleManagement.Read.Directory",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
ChangeManagementHub,9d15ec9c-4104-48aa-9688-c907238f257b,True,"ChangeManagement.Read.All,email,openid,profile,User.Read",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
M365 Compliance Assessment Toolkit,b312d4d5-a2c0-4480-b588-a5024677eb5c,True,"email,openid,Organization.Read.All,profile,User.Read",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
ComplianceCenterAAD,7c0d6b85-a577-4d00-8fcb-f583c0d8286c,True,[None],,,,False,
CCE Apps - Azure Portal Extension,9345c922-3ba0-411e-a35a-baf504780b7a,False,,,,,False,
Microsoft_AAD_SubscriptionManagement,6fa49422-16be-406e-9980-36c88077cda3,True,"email,openid,profile,User.Invite.All,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft Engage Hub,fe1b2b53-eb41-4515-a3b4-d62059faf520,True,"email,GroupMember.Read.All,openid,profile,User.Read,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
CreateUiDef graph access,57f352fe-8f23-4781-8bae-1bbde5e1d8fd,True,"Application.Read.All,Application.ReadWrite.All,email,GroupMember.Read.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
VLCentral_Home,3094c60e-793a-4caf-8a58-0e2e78546847,True,,,,,False,
Azure Cognitive Search Portal Extension,477cd9f9-408b-42a1-a47d-30721817f25b,True,[None],,,,False,
Microsoft_OperationsManagementSuite_Workspace,6e00b31f-06d4-4c93-8b14-e08b568b4a04,True,"email,openid,profile,user_impersonation",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
AFDX-Portal-1stPartyAAD-Prod,189fe8f3-4e48-4a4b-9459-c230524890e6,True,[None],,,,False,
ContainerInsightsExt 1st Party AAD App,5217e4ff-9fc6-4207-ac4e-d1cb98e21d6e,True,Application.Read.All,,Yes,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_WorkloadInsights,c5eb93c5-ea21-48c2-a137-4a7641c61bc8,True,[None],,,,False,
EASM PORTAL,6ba358df-b33d-4bfe-a7b7-fe139acebe7b,True,[None],,,,False,
Microsoft_AAD_LifecycleManagement,7b32d65b-837b-4365-931e-3c87e8a860aa,True,"Application.Read.All,CustomSecAttributeAssignment.Read.All,CustomSecAttributeDefinition.Read.All,email,EntitlementManagement.Read.All,GroupMember.Read.All,LifecycleManagement.ReadWrite.All,LifecycleWorkflows.ReadWrite.All,openid,Organization.Read.All,Policy.Read.All,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Liftr Nginx Prod Portal Extension,b9942e41-18bb-4e2e-8b19-3e68d9a1e0f6,False,,,,,False,
Liftr-DT-FPA-PRT-AME,80ee910d-3412-4991-aa65-1380520e5ff9,True,"Application.Read.All,Domain.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Liftr-LZ-FPA-PRT-AME,f3ffc46c-a723-4752-9bf5-899adb285bf7,True,"Application.Read.All,email,openid,profile,User.Read",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Liftr portal extension app for ms graph,26109b29-37da-419b-9fe3-c080749aac85,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Liftr-AN-FPA-Portal-AME,701860c7-4ffa-4813-b18d-0c0af02faed7,True,"Domain.Read.All,email,openid,profile,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
CloudNativeTesting Portal,00daac17-a7ce-4990-a494-a7120e0b5c6c,True,[None],,,,False,
Data Center Portal,242f2be3-9ef4-4f7a-8df2-8ff24e10f697,True,[None],,,,False,
AppPlatformExtension,fdf7ff35-02a6-4bcc-b7e5-ec58492e549f,False,,,,,False,
Microsoft_AAD_GTM,4ba4d253-8ed1-42a1-b919-37fad5e5f06e,True,"email,openid,profile,User.Invite.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Billing,631d36ba-ddbd-4e88-807a-b8cd54f9b390,True,[None],,,,False,
ZTNA UX Portal,ea8d014c-04e7-450c-a600-eaa309e42309,True,"Application.ReadWrite.All,Directory.ReadWrite.All,email,openid,Policy.Read.All,Policy.ReadWrite.ConditionalAccess,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
liftr-split-portal-fpa-prod,73b67c52-525b-4470-9c5c-1e02c60b8a05,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft.CodeSigning.PortalExt.PROD,42f00fc9-f5d0-4270-8ff8-d66b2b27d9c7,True,[None],,,,False,
IoT Firmware Defense Portal Extension,01fb7e5f-b97c-49ef-a8d8-3a42749598e0,False,,,,,False,
Microsoft_Azure_AzConfig,1e2401ea-428f-4575-9bbf-b301f7e1eb67,True,[None],,,,False,
Microsoft_Azure_PinToGrafana,82afb2e3-126a-42ce-a39c-b2734e769a69,True,[None],,,,False,
Microsoft_Azure_Security_Insights,bda0771f-b6df-474a-b348-26a308db88aa,True,"Application.Read.All,Application.ReadWrite.All,email,GroupMember.Read.All,openid,profile,User.Read.All,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Azure Service Linker Extension,a941dc67-8fed-413a-bd6c-78b97250b257,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
AFOI-NC-PORTAL-EXTENSION-PME-PROD,670b3109-680a-4d63-b99e-b0510e4c0688,True,[None],,,,False,
Microsoft_AAD_UsersAndTenants,f9885e6e-6f74-46b3-b595-350157a27541,True,"AdministrativeUnit.ReadWrite.All,AuditLog.Read.All,Directory.AccessAsUser.All,Directory.Write.Restricted,email,EventListener.ReadWrite.All,IdentityRiskyUser.Read.All,openid,Organization.Read.All,Policy.ReadWrite.Authorization,profile,PublicKeyInfrastructure.ReadWrite.All,User.EnableDisableAccount.All,User.ReadWrite.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Azure Portal Fx Copilot Web,5a6fd92b-8a2c-41d2-b3bb-98d35d258d9e,True,[None],,,,False,
Mission Enclave,851682fd-88ff-44cb-ac39-8a2624c539b1,True,,,,,False,
Microsoft Defender for APIs UI,61e987ea-ea8c-4843-903e-1b58e57b7ab1,True,"email,GroupMember.Read.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft.SecurityDevOps,e4641a82-72f6-4171-a0ca-6aaf93f1bf6f,False,,,,,False,
Azure Managed HSM Portal Extension,89141436-bde0-4a2c-ad51-ebb3163e3e58,True,"Application.Read.All,email,Group.Read.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Security,962225de-d127-40d7-ae7e-7beaa246ee3a,True,"Application.ReadWrite.All,email,GroupMember.Read.All,InformationProtectionPolicy.Read,openid,profile,RoleManagement.Read.Directory,User.Read,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
AzureDefenderForDataApp,b52fa633-d1c6-4449-98f2-cdab2456e94a,True,"email,openid,profile,User.Read,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
CPIM Portal Extension Application,aced0c89-3b79-49ab-b2f1-27b67d3f0054,True,"Application.ReadWrite.All,CustomAuthenticationExtension.ReadWrite.All,email,EntitlementManagement.Read.All,EventListener.ReadWrite.All,IdentityProvider.ReadWrite.All,IdentityRiskEvent.Read.All,IdentityUserFlow.Read.All,IdentityUserFlow.ReadWrite.All,Insights-UserMetrics.Read.All,openid,Organization.ReadWrite.All,Policy.Read.All,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Identity Protection UX,7f7ba5f2-edd7-4b6c-af4c-f48dfb5beec5,True,"AuditLog.Read.All,email,IdentityRiskEvent.ReadWrite.All,IdentityRiskyServicePrincipal.ReadWrite.All,IdentityRiskyUser.ReadWrite.All,openid,Organization.Read.All,Policy.Read.All,Policy.ReadWrite.IdentityProtection,profile,User.EnableDisableAccount.All,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_FlowLog_FirstPartyApp,291524a3-5e57-4e82-a38d-62f56293190f,True,[None],,,,False,
Microsoft_Azure_ActivityLog,2c879423-ba8d-42b3-9fb4-a444905905c4,True,"Application.Read.All,email,GroupMember.Read.All,openid,profile,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Toolbox,4e652bf8-6698-46b0-8cbe-cdfea0359587,False,,,,,False,
Microsoft_Azure_Experimentation,a1b0286a-3c06-4ab0-8cdb-3ff8dbc09709,True,[None],,,,False,
Microsoft_Azure_Dashboard,cd39c5ca-1d6a-44a4-bf0d-8fbb623a6666,True,"email,Group.Read.All,openid,profile,User.Read",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Websites Extensions,f64071b9-a79b-4655-9dad-3b3535e00b84,True,"Application.ReadWrite.All,email,openid,Policy.Read.All,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft Azure SQL,8f10c021-391a-4dfa-894c-cca96be320f7,True,"email,InformationProtectionPolicy.Read,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Azure Modeling and Simulation Workbench,5bd9995f-b6f8-4c7a-a024-e8c5eab9c85d,True,[None],,,,False,
Microsoft_AAD_Devices,c40dfea8-483f-469b-aafe-642149115b3a,True,"AdministrativeUnit.Read.All,AdministrativeUnit.ReadWrite.All,AuditLog.Read.All,BitlockerKey.Read.All,Device.Read.All,DeviceLocalCredential.Read.All,DeviceManagementManagedDevices.Read.All,Directory.Write.Restricted,email,GroupMember.Read.All,openid,Policy.Read.All,Policy.ReadWrite.Authorization,Policy.ReadWrite.DeviceConfiguration,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_Lockbox,e399b3f2-dc91-483a-ad8d-68d1b7de243b,False,,,,,False,
Microsoft_Azure_Monitoring,46ff7383-ea2d-47fe-92a0-e27d7dc2fee9,True,"Application.Read.All,email,openid,Organization.Read.All,profile,User.Read,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_Azure_CtsExtension,a634a778-2379-4632-92cd-6d66540ddca4,True,[None],,,,False,
Microsoft Intune multi-tenant management UX extension,3f1abb3f-12cc-42c3-ad06-5b608dc5fb67,True,"CloudPC.ReadWrite.All,DeviceManagementConfiguration.Read.All,DeviceManagementConfiguration.ReadWrite.All,DeviceManagementManagedDevices.Read.All,email,IdentityRiskyUser.Read.All,openid,Policy.Read.All,Policy.ReadWrite.ConditionalAccess,profile,Reports.Read.All,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft Quantum Azure Portal,4f5d63ba-4a86-48e0-89b3-1df09c0dbb82,True,"Application.ReadWrite.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
ADP Portal Extension,cf3da98f-3b14-444a-a1d8-5fb31fdec4eb,False,,,,,False,
Microsoft AzureCacheExtension,11519663-03b7-4dd3-a316-5580360da33f,True,"Application.Read.All,Directory.Read.All,email,GroupMember.Read.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
AzureTfsExtension,d07786ab-a18e-4283-8271-08b599ce4bd6,False,,,,,False,
AzurePortal Console App,b677c290-cf4b-4a8e-a60e-91ba650a4abe,True,"AuditLog.Read.All,Directory.ReadWrite.All,email,Group.ReadWrite.All,IdentityProvider.ReadWrite.All,openid,profile,User.Invite.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Azure Managed Grafana,ce34e7e5-485f-4d76-964f-b3d2b16d1e4f,True,,,,,False,
AzureDatabricks,2ff814a6-3304-4ab8-85cb-cd0e6f879c1d,True,,,,,False,
Azure Digital Twins,0b07f429-9f4b-4714-9392-cc5e8e80c8b0,True,[None],,,,False,
Azure Certified for IoT Device Catalog,822c8694-ad95-4735-9c55-256f7db2f9b4,True,,,,,False,
DEC-AME-AppID-PROD,224445b2-0e0f-48d4-be8e-fc9b27f60f96,True,[None],,,,False,
Capri,5b0b1829-551e-44c8-ab85-e37f2437eb63,True,"Application.Read.All,DelegatedPermissionGrant.Read.All,email,GroupMember.Read.All,openid,Organization.Read.All,Policy.Read.All,Policy.ReadWrite.AuthenticationMethod,profile,RoleManagement.Read.Directory,User.Read.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_AAD_DomainServices,721b7c62-eec0-4d88-9b77-5e7c15e210a8,True,"Application.ReadWrite.All,AppRoleAssignment.ReadWrite.All,Directory.Read.All,email,Group.ReadWrite.All,openid,Organization.Read.All,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft_AAD_HybridAuthentication,8062e3ed-4248-451f-a2af-0404e0362a39,True,"Directory.ReadWrite.All,email,OnPremDirectorySynchronization.Read.All,openid,Policy.Read.All,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Azure Device Update,6ee392c4-d339-4083-b04d-6b7947c6cf78,True,"Application.Read.All,email,openid,profile",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft Azure Analysis Services,68282534-2e2f-45fa-a8ed-898bce6ba449,True,[None],,,,False,
Azure API Center,c3ca1a77-7a87-4dba-b8f8-eea115ae4573,True,[None],,,,False,
Azure API Management Portal extension,73a510c3-9946-46dd-b5ae-a8f0ae68fd04,True,"Application.ReadWrite.All,email,GroupMember.Read.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Microsoft Azure AttestationExtension,b1d0e860-2368-4a20-97bb-067f0fb302d4,True,[None],,,,False,
